speaker,word,decade,n
mr. arnold-forster,admiralty,1910,1
mr. arnold-forster,arnold,1910,1
mr. arnold-forster,assurance,1910,1
mr. arnold-forster,belfast,1910,1
mr. arnold-forster,china,1910,1
mr. arnold-forster,depend,1910,1
mr. arnold-forster,forces,1910,1
mr. arnold-forster,forster,1910,1
mr. asquith,apprentices,1800,3
mr. asquith,checkweigher,1800,3
mr. asquith,evidence,1800,3
mr. asquith,home,1800,3
mr. asquith,weighing,1800,3
mr. asquith,asquith,1800,2
mr. asquith,balance,1800,2
mr. asquith,chamberlain,1800,2
mr. asquith,deductions,1800,2
mr. asquith,fife,1800,2
mr. asquith,government,1880,47
mr. asquith,ireland,1880,30
mr. asquith,time,1880,30
mr. asquith,law,1880,24
mr. asquith,crime,1880,22
mr. asquith,people,1880,18
mr. asquith,men,1880,17
mr. asquith,country,1880,16
mr. asquith,district,1880,16
mr. asquith,asquith,1880,15
mr. asquith,government,1890,448
mr. asquith,church,1890,377
mr. asquith,time,1890,352
mr. asquith,home,1890,296
mr. asquith,law,1890,287
mr. asquith,police,1890,242
mr. asquith,commissioners,1890,201
mr. asquith,public,1890,197
mr. asquith,country,1890,195
mr. asquith,property,1890,194
mr. asquith,government,1900,982
mr. asquith,time,1900,686
mr. asquith,country,1900,381
mr. asquith,law,1900,368
mr. asquith,asquith,1900,360
mr. asquith,year,1900,293
mr. asquith,public,1900,278
mr. asquith,discussion,1900,256
mr. asquith,000,1900,255
mr. asquith,fifeshire,1900,249
mr. asquith,government,1910,65
mr. asquith,time,1910,45
mr. asquith,year,1910,38
mr. asquith,lords,1910,34
mr. asquith,country,1910,32
mr. asquith,law,1910,28
mr. asquith,commons,1910,22
mr. asquith,sense,1910,20
mr. asquith,germany,1910,19
mr. asquith,months,1910,19
mr. atkinson,atkinson,1880,29
mr. atkinson,boston,1880,28
mr. atkinson,government,1880,17
mr. atkinson,time,1880,16
mr. atkinson,opposite,1880,15
mr. atkinson,trade,1880,14
mr. atkinson,country,1880,13
mr. atkinson,men,1880,12
mr. atkinson,public,1880,12
mr. atkinson,admiralty,1880,10
mr. atkinson,honourable,1890,84
mr. atkinson,atkinson,1890,71
mr. atkinson,government,1890,64
mr. atkinson,ireland,1890,63
mr. atkinson,notice,1890,52
mr. atkinson,attorney,1890,44
mr. atkinson,court,1890,41
mr. atkinson,time,1890,40
mr. atkinson,county,1890,36
mr. atkinson,beg,1890,35
mr. atkinson,ireland,1900,574
mr. atkinson,government,1900,405
mr. atkinson,atkinson,1900,281
mr. atkinson,attorney,1900,278
mr. atkinson,londonderry,1900,274
mr. atkinson,land,1900,272
mr. atkinson,commissioners,1900,234
mr. atkinson,law,1900,218
mr. atkinson,county,1900,198
mr. atkinson,court,1900,189
mr. atkinson,chief,1910,2
mr. atkinson,atkinson,1910,1
mr. atkinson,attorney,1910,1
mr. atkinson,carried,1910,1
mr. atkinson,compensation,1910,1
mr. atkinson,ireland,1910,1
mr. atkinson,londonderry,1910,1
mr. atkinson,obviously,1910,1
mr. atkinson,old,1910,1
mr. atkinson,precisely,1910,1
mr. attorney general,lords,1820,180
mr. attorney general,room,1820,168
mr. attorney general,time,1820,126
mr. attorney general,bergami,1820,115
mr. attorney general,bed,1820,110
mr. attorney general,princess,1820,89
mr. attorney general,pergami,1820,69
mr. attorney general,royal,1820,69
mr. attorney general,highness,1820,62
mr. attorney general,occasion,1820,49
mr. attorney general,london,1850,12
mr. attorney general,money,1850,6
mr. attorney general,rochdale,1850,5
mr. attorney general,10th,1850,3
mr. attorney general,johnson,1850,3
mr. attorney general,letter,1850,3
mr. attorney general,served,1850,3
mr. attorney general,evening,1850,2
mr. attorney general,expressly,1850,2
mr. attorney general,harris,1850,2
mr. attorney general,accuracy,1860,1
mr. attorney general,hope,1860,1
mr. attorney general,importance,1860,1
mr. attorney general,introduce,1860,1
mr. attorney general,introduced,1860,1
mr. attorney general,positively,1860,1
mr. attorney general,preparation,1860,1
mr. attorney general,primary,1860,1
mr. attorney general,reason,1860,1
mr. attorney general,session,1860,1
mr. attorney general,england,1870,5
mr. attorney general,judges,1870,5
mr. attorney general,appeal,1870,4
mr. attorney general,chief,1870,3
mr. attorney general,court,1870,3
mr. attorney general,division,1870,2
mr. attorney general,imperial,1870,2
mr. attorney general,justice,1870,2
mr. attorney general,read,1870,2
mr. attorney general,time,1870,2
mr. attorney general,sale,1880,2
mr. attorney general,1920,1880,1
mr. attorney general,attendant,1880,1
mr. attorney general,attorney,1880,1
mr. attorney general,court,1880,1
mr. attorney general,demanding,1880,1
mr. attorney general,expenses,1880,1
mr. attorney general,farrer,1880,1
mr. attorney general,forced,1880,1
mr. attorney general,herschell,1880,1
mr. attwood,country,1820,483
mr. attwood,money,1820,472
mr. attwood,prices,1820,412
mr. attwood,price,1820,324
mr. attwood,standard,1820,264
mr. attwood,value,1820,262
mr. attwood,measures,1820,197
mr. attwood,bank,1820,189
mr. attwood,notes,1820,174
mr. attwood,government,1820,170
mr. attwood,country,1830,334
mr. attwood,people,1830,254
mr. attwood,000,1830,150
mr. attwood,system,1830,139
mr. attwood,distress,1830,131
mr. attwood,parliament,1830,111
mr. attwood,government,1830,108
mr. attwood,men,1830,102
mr. attwood,ministers,1830,101
mr. attwood,time,1830,96
mr. attwood,country,1840,27
mr. attwood,trade,1840,23
mr. attwood,competition,1840,20
mr. attwood,distress,1840,20
mr. attwood,000,1840,15
mr. attwood,baronet,1840,14
mr. attwood,condition,1840,13
mr. attwood,banks,1840,12
mr. attwood,government,1840,12
mr. attwood,people,1840,12
mr. austen chamberlain,gratuity,1800,2
mr. austen chamberlain,1887,1800,1
mr. austen chamberlain,admiralty,1800,1
mr. austen chamberlain,allowed,1800,1
mr. austen chamberlain,austen,1800,1
mr. austen chamberlain,awarded,1800,1
mr. austen chamberlain,bull,1800,1
mr. austen chamberlain,calculation,1800,1
mr. austen chamberlain,chamberlain,1800,1
mr. austen chamberlain,civil,1800,1
mr. austen chamberlain,admiralty,1890,237
mr. austen chamberlain,works,1890,128
mr. austen chamberlain,time,1890,87
mr. austen chamberlain,dock,1890,86
mr. austen chamberlain,men,1890,86
mr. austen chamberlain,work,1890,81
mr. austen chamberlain,austen,1890,70
mr. austen chamberlain,chamberlain,1890,70
mr. austen chamberlain,year,1890,68
mr. austen chamberlain,worcestershire,1890,67
mr. austen chamberlain,government,1900,1501
mr. austen chamberlain,tax,1900,1359
mr. austen chamberlain,time,1900,954
mr. austen chamberlain,land,1900,952
mr. austen chamberlain,year,1900,917
mr. austen chamberlain,office,1900,796
mr. austen chamberlain,000,1900,727
mr. austen chamberlain,value,1900,693
mr. austen chamberlain,duty,1900,654
mr. austen chamberlain,postmaster,1900,630
mr. austen chamberlain,government,1910,344
mr. austen chamberlain,time,1910,167
mr. austen chamberlain,resolution,1910,133
mr. austen chamberlain,tax,1910,131
mr. austen chamberlain,country,1910,130
mr. austen chamberlain,budget,1910,117
mr. austen chamberlain,resolutions,1910,93
mr. austen chamberlain,year,1910,91
mr. austen chamberlain,money,1910,89
mr. austen chamberlain,people,1910,89
mr. baines,church,1830,221
mr. baines,dissenters,1830,123
mr. baines,country,1830,108
mr. baines,000,1830,98
mr. baines,clergy,1830,93
mr. baines,time,1830,87
mr. baines,year,1830,86
mr. baines,poor,1830,73
mr. baines,rates,1830,72
mr. baines,government,1830,63
mr. baines,church,1840,73
mr. baines,000,1840,68
mr. baines,poor,1840,66
mr. baines,law,1840,46
mr. baines,year,1840,34
mr. baines,clergy,1840,33
mr. baines,livings,1840,30
mr. baines,time,1840,30
mr. baines,accommodation,1840,27
mr. baines,establishment,1840,27
mr. baines,law,1850,330
mr. baines,poor,1850,195
mr. baines,time,1850,91
mr. baines,england,1850,78
mr. baines,country,1850,73
mr. baines,system,1850,70
mr. baines,year,1850,69
mr. baines,public,1850,68
mr. baines,settlement,1850,64
mr. baines,parish,1850,63
mr. baines,000,1860,360
mr. baines,classes,1860,217
mr. baines,working,1860,192
mr. baines,country,1860,185
mr. baines,education,1860,162
mr. baines,franchise,1860,158
mr. baines,public,1860,151
mr. baines,government,1860,146
mr. baines,england,1860,119
mr. baines,time,1860,117
mr. baines,religious,1870,43
mr. baines,schools,1870,41
mr. baines,children,1870,26
mr. baines,school,1870,26
mr. baines,public,1870,25
mr. baines,government,1870,24
mr. baines,education,1870,21
mr. baines,teaching,1870,19
mr. baines,church,1870,16
mr. baines,000,1870,15
mr. barham,price,1800,52
mr. barham,colonies,1800,44
mr. barham,crop,1800,36
mr. barham,sugar,1800,30
mr. barham,corn,1800,28
mr. barham,barley,1800,27
mr. barham,market,1800,25
mr. barham,interest,1800,23
mr. barham,consumption,1800,21
mr. barham,ireland,1800,21
mr. barham,country,1810,30
mr. barham,people,1810,19
mr. barham,slaves,1810,18
mr. barham,time,1810,16
mr. barham,public,1810,14
mr. barham,trade,1810,14
mr. barham,colonies,1810,13
mr. barham,government,1810,10
mr. barham,lists,1810,10
mr. barham,ministers,1810,10
mr. barham,west,1820,17
mr. barham,colonies,1820,15
mr. barham,trade,1820,14
mr. barham,india,1820,12
mr. barham,country,1820,11
mr. barham,welsh,1820,11
mr. barham,judges,1820,9
mr. barham,indies,1820,8
mr. barham,british,1820,7
mr. barham,slave,1820,7
mr. bennet,petitioner,1810,352
mr. bennet,country,1810,209
mr. bennet,people,1810,150
mr. bennet,time,1810,144
mr. bennet,petition,1810,130
mr. bennet,men,1810,124
mr. bennet,public,1810,102
mr. bennet,evidence,1810,101
mr. bennet,government,1810,99
mr. bennet,magistrates,1810,91
mr. bennet,country,1820,212
mr. bennet,public,1820,131
mr. bennet,000,1820,113
mr. bennet,people,1820,108
mr. bennet,ministers,1820,97
mr. bennet,government,1820,94
mr. bennet,crown,1820,91
mr. bennet,time,1820,85
mr. bennet,office,1820,82
mr. bennet,parliament,1820,80
mr. bennet,poor,1830,12
mr. bennet,laws,1830,10
mr. bennet,dublin,1830,6
mr. bennet,interest,1830,6
mr. bennet,agricultural,1830,5
mr. bennet,benefit,1830,5
mr. bennet,children,1830,5
mr. bennet,england,1830,5
mr. bennet,ireland,1830,5
mr. bennet,labour,1830,5
mr. bennet,condition,1850,3
mr. bennet,consumed,1850,3
mr. bennet,acre,1850,2
mr. bennet,agricultural,1850,2
mr. bennet,compete,1850,2
mr. bennet,farmer,1850,2
mr. bennet,farmers,1850,2
mr. bennet,improved,1850,2
mr. bennet,offer,1850,2
mr. bennet,reduction,1850,2
mr. bennet,payment,1880,2
mr. bennet,school,1880,2
mr. bennet,bennett,1880,1
mr. bennet,children,1880,1
mr. bennet,continued,1880,1
mr. bennet,contributions,1880,1
mr. bennet,council,1880,1
mr. bennet,cum,1880,1
mr. bennet,double,1880,1
mr. bennet,drawn,1880,1
mr. bennet,ireland,1890,19
mr. bennet,methodists,1890,10
mr. bennet,irish,1890,9
mr. bennet,home,1890,8
mr. bennet,people,1890,8
mr. bennet,rule,1890,8
mr. bennet,english,1890,5
mr. bennet,seven,1890,5
mr. bennet,speeches,1890,5
mr. bennet,agricultural,1890,4
mr. bennet,government,1900,49
mr. bennet,opium,1900,34
mr. bennet,congo,1900,27
mr. bennet,000,1900,25
mr. bennet,british,1900,23
mr. bennet,islands,1900,21
mr. bennet,oxfordshire,1900,21
mr. bennet,taxation,1900,21
mr. bennet,time,1900,21
mr. bennet,public,1900,20
mr. birrell,people,1890,56
mr. birrell,irish,1890,41
mr. birrell,time,1890,41
mr. birrell,church,1890,39
mr. birrell,government,1890,38
mr. birrell,honourable,1890,37
mr. birrell,poor,1890,37
mr. birrell,country,1890,34
mr. birrell,public,1890,27
mr. birrell,schools,1890,24
mr. birrell,commissioners,1900,1509
mr. birrell,land,1900,1101
mr. birrell,estates,1900,894
mr. birrell,ireland,1900,878
mr. birrell,government,1900,734
mr. birrell,education,1900,632
mr. birrell,time,1900,618
mr. birrell,police,1900,596
mr. birrell,purchase,1900,577
mr. birrell,irish,1900,569
mr. birrell,commissioners,1910,754
mr. birrell,estates,1910,465
mr. birrell,land,1910,337
mr. birrell,estate,1910,314
mr. birrell,government,1910,293
mr. birrell,purchase,1910,259
mr. birrell,county,1910,251
mr. birrell,tenants,1910,251
mr. birrell,referred,1910,216
mr. birrell,irish,1910,211
mr. blennerhassett,ireland,1870,281
mr. blennerhassett,irish,1870,215
mr. blennerhassett,country,1870,180
mr. blennerhassett,000,1870,171
mr. blennerhassett,law,1870,165
mr. blennerhassett,rent,1870,163
mr. blennerhassett,public,1870,149
mr. blennerhassett,land,1870,144
mr. blennerhassett,system,1870,141
mr. blennerhassett,time,1870,128
mr. blennerhassett,ireland,1880,65
mr. blennerhassett,law,1880,47
mr. blennerhassett,government,1880,45
mr. blennerhassett,country,1880,41
mr. blennerhassett,railways,1880,40
mr. blennerhassett,irish,1880,39
mr. blennerhassett,people,1880,36
mr. blennerhassett,system,1880,33
mr. blennerhassett,000,1880,30
mr. blennerhassett,distress,1880,27
mr. bright,country,1820,91
mr. bright,law,1820,55
mr. bright,people,1820,44
mr. bright,time,1820,38
mr. bright,duty,1820,36
mr. bright,petition,1820,36
mr. bright,west,1820,35
mr. bright,india,1820,34
mr. bright,government,1820,32
mr. bright,ministers,1820,28
mr. bright,country,1830,19
mr. bright,system,1830,17
mr. bright,distress,1830,14
mr. bright,law,1830,14
mr. bright,taxes,1830,12
mr. bright,duty,1830,10
mr. bright,crown,1830,9
mr. bright,duties,1830,9
mr. bright,hoped,1830,9
mr. bright,people,1830,9
mr. bright,country,1840,598
mr. bright,government,1840,459
mr. bright,000,1840,367
mr. bright,people,1840,318
mr. bright,game,1840,308
mr. bright,law,1840,307
mr. bright,ireland,1840,288
mr. bright,baronet,1840,262
mr. bright,trade,1840,256
mr. bright,time,1840,250
mr. bright,government,1850,1550
mr. bright,country,1850,1267
mr. bright,000,1850,905
mr. bright,india,1850,760
mr. bright,people,1850,545
mr. bright,time,1850,438
mr. bright,war,1850,424
mr. bright,year,1850,416
mr. bright,men,1850,412
mr. bright,bright,1850,370
mr. bright,government,1860,1225
mr. bright,country,1860,1143
mr. bright,000,1860,875
mr. bright,people,1860,660
mr. bright,time,1860,646
mr. bright,parliament,1860,553
mr. bright,men,1860,502
mr. bright,church,1860,500
mr. bright,year,1860,451
mr. bright,opposite,1860,419
mr. bright,judges,1870,28
mr. bright,trial,1870,28
mr. bright,country,1870,27
mr. bright,church,1870,24
mr. bright,petition,1870,24
mr. bright,time,1870,24
mr. bright,stoke,1870,22
mr. bright,government,1870,21
mr. bright,people,1870,21
mr. bright,india,1870,20
mr. bright,000,1900,51
mr. bright,bright,1900,36
mr. bright,shropshire,1900,32
mr. bright,oswestry,1900,31
mr. bright,expenditure,1900,23
mr. bright,prisons,1900,23
mr. bright,1,1900,17
mr. bright,government,1900,17
mr. bright,time,1900,17
mr. bright,beg,1900,16
mr. brodrick,officer,1800,7
mr. brodrick,commanding,1800,5
mr. brodrick,private,1800,4
mr. brodrick,shamrock,1800,4
mr. brodrick,considered,1800,3
mr. brodrick,grindle,1800,3
mr. brodrick,men,1800,3
mr. brodrick,ordered,1800,3
mr. brodrick,parade,1800,3
mr. brodrick,time,1800,3
mr. brodrick,ireland,1860,46
mr. brodrick,church,1860,34
mr. brodrick,time,1860,19
mr. brodrick,country,1860,16
mr. brodrick,glebe,1860,15
mr. brodrick,government,1860,13
mr. brodrick,parish,1860,11
mr. brodrick,000,1860,10
mr. brodrick,classes,1860,9
mr. brodrick,houses,1860,9
mr. brodrick,tenant,1870,42
mr. brodrick,ireland,1870,38
mr. brodrick,rent,1870,36
mr. brodrick,land,1870,29
mr. brodrick,court,1870,28
mr. brodrick,irish,1870,26
mr. brodrick,landlord,1870,25
mr. brodrick,government,1870,22
mr. brodrick,landlords,1870,19
mr. brodrick,value,1870,18
mr. brodrick,government,1880,315
mr. brodrick,ireland,1880,226
mr. brodrick,war,1880,173
mr. brodrick,brodrick,1880,167
mr. brodrick,time,1880,134
mr. brodrick,surrey,1880,128
mr. brodrick,land,1880,125
mr. brodrick,guildford,1880,122
mr. brodrick,tenant,1880,112
mr. brodrick,000,1880,111
mr. brodrick,government,1890,811
mr. brodrick,war,1890,724
mr. brodrick,000,1890,579
mr. brodrick,men,1890,553
mr. brodrick,army,1890,542
mr. brodrick,year,1890,526
mr. brodrick,officers,1890,465
mr. brodrick,office,1890,457
mr. brodrick,time,1890,387
mr. brodrick,brodrick,1890,334
mr. brodrick,war,1900,1234
mr. brodrick,000,1900,1113
mr. brodrick,government,1900,1002
mr. brodrick,men,1900,834
mr. brodrick,army,1900,832
mr. brodrick,officers,1900,676
mr. brodrick,south,1900,638
mr. brodrick,africa,1900,596
mr. brodrick,time,1900,536
mr. brodrick,troops,1900,531
mr. brougham,country,1810,540
mr. brougham,time,1810,313
mr. brougham,people,1810,299
mr. brougham,000,1810,262
mr. brougham,parliament,1810,239
mr. brougham,public,1810,225
mr. brougham,government,1810,192
mr. brougham,law,1810,192
mr. brougham,petition,1810,186
mr. brougham,trade,1810,184
mr. brougham,country,1820,974
mr. brougham,time,1820,817
mr. brougham,law,1820,652
mr. brougham,court,1820,504
mr. brougham,000,1820,470
mr. brougham,justice,1820,470
mr. brougham,men,1820,435
mr. brougham,government,1820,434
mr. brougham,evidence,1820,432
mr. brougham,parliament,1820,408
mr. brougham,country,1830,150
mr. brougham,time,1830,126
mr. brougham,people,1830,107
mr. brougham,parliament,1830,92
mr. brougham,court,1830,89
mr. brougham,speech,1830,83
mr. brougham,law,1830,82
mr. brougham,men,1830,78
mr. brougham,government,1830,77
mr. brougham,000,1830,74
mr. bruce,adopted,1830,1
mr. bruce,apparently,1830,1
mr. bruce,appointed,1830,1
mr. bruce,appointment,1830,1
mr. bruce,business,1830,1
mr. bruce,courts,1830,1
mr. bruce,judges,1830,1
mr. bruce,necessity,1830,1
mr. bruce,plan,1830,1
mr. bruce,government,1860,280
mr. bruce,schools,1860,239
mr. bruce,education,1860,194
mr. bruce,000,1860,190
mr. bruce,system,1860,190
mr. bruce,country,1860,175
mr. bruce,time,1860,171
mr. bruce,school,1860,169
mr. bruce,population,1860,162
mr. bruce,children,1860,146
mr. bruce,government,1870,730
mr. bruce,time,1870,465
mr. bruce,public,1870,314
mr. bruce,police,1870,313
mr. bruce,law,1870,294
mr. bruce,country,1870,266
mr. bruce,magistrates,1870,241
mr. bruce,men,1870,240
mr. bruce,power,1870,238
mr. bruce,system,1870,216
mr. bruce,returns,1880,2
mr. bruce,scotland,1880,2
mr. bruce,annual,1880,1
mr. bruce,care,1880,1
mr. bruce,complete,1880,1
mr. bruce,completeness,1880,1
mr. bruce,defects,1880,1
mr. bruce,direct,1880,1
mr. bruce,especially,1880,1
mr. bruce,government,1880,1
mr. bruce,de,1900,3
mr. bruce,lorean's,1900,3
mr. bruce,additional,1900,2
mr. bruce,chance,1900,2
mr. bruce,estimates,1900,2
mr. bruce,million,1900,2
mr. bruce,recess,1900,2
mr. bruce,summer,1900,2
mr. bruce,supplementary,1900,2
mr. bruce,20,1900,1
mr. buckingham,india,1830,272
mr. buckingham,country,1830,271
mr. buckingham,men,1830,262
mr. buckingham,time,1830,227
mr. buckingham,public,1830,203
mr. buckingham,000,1830,178
mr. buckingham,government,1830,169
mr. buckingham,england,1830,166
mr. buckingham,people,1830,156
mr. buckingham,seamen,1830,148
mr. buckingham,000,1840,66
mr. buckingham,colony,1840,37
mr. buckingham,land,1840,37
mr. buckingham,sales,1840,23
mr. buckingham,capital,1840,22
mr. buckingham,price,1840,18
mr. buckingham,government,1840,17
mr. buckingham,system,1840,17
mr. buckingham,labour,1840,15
mr. buckingham,year,1840,15
mr. burns,london,1890,127
mr. burns,men,1890,124
mr. burns,honourable,1890,87
mr. burns,council,1890,86
mr. burns,county,1890,71
mr. burns,government,1890,70
mr. burns,000,1890,56
mr. burns,home,1890,56
mr. burns,hours,1890,55
mr. burns,trade,1890,55
mr. burns,government,1900,175
mr. burns,000,1900,98
mr. burns,work,1900,86
mr. burns,received,1900,80
mr. burns,guardians,1900,76
mr. burns,referred,1900,76
mr. burns,authority,1900,75
mr. burns,houses,1900,74
mr. burns,1,1900,72
mr. burns,medical,1900,72
mr. burns,000,1910,64
mr. burns,guardians,1910,61
mr. burns,government,1910,55
mr. burns,london,1910,53
mr. burns,public,1910,52
mr. burns,law,1910,48
mr. burns,milk,1910,48
mr. burns,poor,1910,48
mr. burns,census,1910,43
mr. burns,children,1910,42
mr. c. buller,church,1830,155
mr. c. buller,government,1830,155
mr. c. buller,people,1830,98
mr. c. buller,country,1830,95
mr. c. buller,plan,1830,88
mr. c. buller,baronet,1830,77
mr. c. buller,canada,1830,65
mr. c. buller,system,1830,63
mr. c. buller,law,1830,60
mr. c. buller,party,1830,60
mr. c. buller,government,1840,874
mr. c. buller,country,1840,596
mr. c. buller,people,1840,531
mr. c. buller,law,1840,405
mr. c. buller,baronet,1840,354
mr. c. buller,system,1840,311
mr. c. buller,poor,1840,308
mr. c. buller,public,1840,306
mr. c. buller,ireland,1840,299
mr. c. buller,time,1840,297
mr. campbell-bannerman,india,1800,5
mr. campbell-bannerman,hospital,1800,4
mr. campbell-bannerman,war,1800,4
mr. campbell-bannerman,000,1800,3
mr. campbell-bannerman,1,1800,3
mr. campbell-bannerman,31,1800,3
mr. campbell-bannerman,500,1800,3
mr. campbell-bannerman,850,1800,3
mr. campbell-bannerman,bannerman,1800,3
mr. campbell-bannerman,campbell,1800,3
mr. campbell-bannerman,army,1870,154
mr. campbell-bannerman,men,1870,121
mr. campbell-bannerman,officers,1870,98
mr. campbell-bannerman,system,1870,98
mr. campbell-bannerman,war,1870,89
mr. campbell-bannerman,government,1870,80
mr. campbell-bannerman,time,1870,68
mr. campbell-bannerman,gallant,1870,63
mr. campbell-bannerman,reserve,1870,61
mr. campbell-bannerman,militia,1870,52
mr. campbell-bannerman,government,1880,651
mr. campbell-bannerman,time,1880,313
mr. campbell-bannerman,year,1880,284
mr. campbell-bannerman,admiralty,1880,272
mr. campbell-bannerman,000,1880,241
mr. campbell-bannerman,officers,1880,233
mr. campbell-bannerman,gallant,1880,212
mr. campbell-bannerman,campbell,1880,209
mr. campbell-bannerman,bannerman,1880,204
mr. campbell-bannerman,men,1880,200
mr. campbell-bannerman,army,1890,329
mr. campbell-bannerman,war,1890,252
mr. campbell-bannerman,government,1890,245
mr. campbell-bannerman,year,1890,230
mr. campbell-bannerman,time,1890,228
mr. campbell-bannerman,men,1890,214
mr. campbell-bannerman,officers,1890,204
mr. campbell-bannerman,office,1890,167
mr. campbell-bannerman,campbell,1890,152
mr. campbell-bannerman,country,1890,152
mr. canning,government,1800,43
mr. canning,force,1800,37
mr. canning,army,1800,32
mr. canning,ireland,1800,30
mr. canning,address,1800,27
mr. canning,country,1800,27
mr. canning,time,1800,24
mr. canning,000,1800,23
mr. canning,duke,1800,22
mr. canning,men,1800,20
mr. canning,country,1810,541
mr. canning,government,1810,369
mr. canning,time,1810,331
mr. canning,parliament,1810,300
mr. canning,bank,1810,249
mr. canning,public,1810,245
mr. canning,war,1810,234
mr. canning,power,1810,216
mr. canning,law,1810,190
mr. canning,indeed,1810,174
mr. canning,catholic,1820,274
mr. canning,parliament,1820,237
mr. canning,country,1820,201
mr. canning,time,1820,175
mr. canning,government,1820,163
mr. canning,war,1820,135
mr. canning,commons,1820,127
mr. canning,ministers,1820,117
mr. canning,constitution,1820,110
mr. canning,england,1820,110
mr. canning,government,1880,4
mr. canning,sanitary,1880,4
mr. canning,districts,1880,3
mr. canning,importance,1880,2
mr. canning,prepared,1880,2
mr. canning,raises,1880,2
mr. canning,urban,1880,2
mr. canning,words,1880,2
mr. canning,allotment,1880,1
mr. canning,authority,1880,1
mr. cardwell,000,1840,231
mr. cardwell,trade,1840,211
mr. cardwell,government,1840,149
mr. cardwell,country,1840,138
mr. cardwell,time,1840,122
mr. cardwell,duty,1840,119
mr. cardwell,year,1840,105
mr. cardwell,british,1840,88
mr. cardwell,increase,1840,88
mr. cardwell,law,1840,86
mr. cardwell,000,1850,414
mr. cardwell,country,1850,357
mr. cardwell,trade,1850,331
mr. cardwell,government,1850,308
mr. cardwell,law,1850,289
mr. cardwell,time,1850,266
mr. cardwell,year,1850,197
mr. cardwell,parliament,1850,190
mr. cardwell,public,1850,181
mr. cardwell,power,1850,163
mr. cardwell,government,1860,623
mr. cardwell,ireland,1860,442
mr. cardwell,country,1860,380
mr. cardwell,time,1860,365
mr. cardwell,000,1860,361
mr. cardwell,system,1860,244
mr. cardwell,year,1860,243
mr. cardwell,colony,1860,233
mr. cardwell,parliament,1860,230
mr. cardwell,war,1860,222
mr. cardwell,army,1870,814
mr. cardwell,officers,1870,694
mr. cardwell,men,1870,565
mr. cardwell,time,1870,445
mr. cardwell,000,1870,443
mr. cardwell,militia,1870,440
mr. cardwell,system,1870,434
mr. cardwell,year,1870,431
mr. cardwell,government,1870,386
mr. cardwell,purchase,1870,384
mr. chamberlain,government,1870,320
mr. chamberlain,time,1870,149
mr. chamberlain,country,1870,139
mr. chamberlain,000,1870,122
mr. chamberlain,public,1870,103
mr. chamberlain,war,1870,100
mr. chamberlain,people,1870,92
mr. chamberlain,birmingham,1870,82
mr. chamberlain,authorities,1870,75
mr. chamberlain,loans,1870,74
mr. chamberlain,government,1880,906
mr. chamberlain,trade,1880,739
mr. chamberlain,time,1880,593
mr. chamberlain,000,1880,552
mr. chamberlain,country,1880,333
mr. chamberlain,public,1880,229
mr. chamberlain,circumstances,1880,223
mr. chamberlain,law,1880,220
mr. chamberlain,referred,1880,201
mr. chamberlain,railway,1880,192
mr. chamberlain,government,1890,236
mr. chamberlain,employer,1890,86
mr. chamberlain,time,1890,85
mr. chamberlain,workman,1890,81
mr. chamberlain,compensation,1890,65
mr. chamberlain,parliament,1890,59
mr. chamberlain,country,1890,51
mr. chamberlain,majority,1890,51
mr. chamberlain,party,1890,46
mr. chamberlain,perfectly,1890,45
mr. chamberlain,government,1900,30
mr. chamberlain,canada,1900,29
mr. chamberlain,country,1900,23
mr. chamberlain,germany,1900,18
mr. chamberlain,time,1900,18
mr. chamberlain,british,1900,17
mr. chamberlain,colonies,1900,15
mr. chamberlain,people,1900,15
mr. chamberlain,trade,1900,15
mr. chamberlain,elected,1900,14
mr. chamberlain,income,1910,3
mr. chamberlain,issues,1910,3
mr. chamberlain,policy,1910,3
mr. chamberlain,preference,1910,3
mr. chamberlain,war,1910,3
mr. chamberlain,add,1910,2
mr. chamberlain,applications,1910,2
mr. chamberlain,capital,1910,2
mr. chamberlain,directed,1910,2
mr. chamberlain,dominions,1910,2
mr. chaplin,finnerty,1810,11
mr. chaplin,conduct,1810,5
mr. chaplin,gaoler,1810,5
mr. chaplin,feet,1810,4
mr. chaplin,lincoln,1810,4
mr. chaplin,petition,1810,4
mr. chaplin,petitioner,1810,4
mr. chaplin,prison,1810,4
mr. chaplin,court,1810,3
mr. chaplin,garden,1810,3
mr. chaplin,beer,1830,2
mr. chaplin,petition,1830,2
mr. chaplin,taxation,1830,2
mr. chaplin,trusted,1830,2
mr. chaplin,000,1830,1
mr. chaplin,7,1830,1
mr. chaplin,bear,1830,1
mr. chaplin,classes,1830,1
mr. chaplin,community,1830,1
mr. chaplin,complaining,1830,1
mr. chaplin,railway,1840,12
mr. chaplin,government,1840,11
mr. chaplin,railways,1840,9
mr. chaplin,country,1840,8
mr. chaplin,ireland,1840,8
mr. chaplin,works,1840,8
mr. chaplin,company,1840,7
mr. chaplin,money,1840,7
mr. chaplin,public,1840,7
mr. chaplin,capital,1840,6
mr. chaplin,company,1850,12
mr. chaplin,trains,1850,12
mr. chaplin,railway,1850,11
mr. chaplin,train,1850,11
mr. chaplin,line,1850,8
mr. chaplin,shareholders,1850,8
mr. chaplin,conveyed,1850,7
mr. chaplin,directors,1850,7
