nation,concern,decade,n
England,holdings,1890,2
England,holdings,1900,2
England,hop,1900,2
England,hop,1910,2
England,horse,1900,3
England,horse breeding,1900,2
England,horses,1900,1
England,horses,1910,2
England,hospital,1870,3
England,hospital,1880,3
England,housing,1880,4
England,housing of the working classes,1880,2
England,ill,1880,3
England,import,1900,1
England,imports,1900,2
England,imprisonment,1880,2
England,incidence,1880,1
England,incidence,1890,1
England,indebtedness,1880,2
England,indecent,1880,1
England,indecent,1900,1
England,indictable,1900,1
England,indoor poor,1880,1
England,industrial,1880,2
England,industrial schools,1880,1
England,industries,1880,2
England,infirmary,1880,2
England,influence,1900,1
England,injury,1900,1
England,inquiry,1880,2
England,insane,1840,2
England,insanitary,1880,1
England,insanity,1890,1
England,interchange,1840,1
England,interchange,1900,2
England,intimidation,1880,4
England,island,1870,1
England,isle,1890,1
England,isle,1900,1
England,jesuits,1870,1
England,joint,1880,1
England,joint,1900,1
England,joint stock,1900,1
England,junction,1880,1
England,labour,1880,4
England,labourers,1880,4
England,land,1880,3
England,land,1900,1
England,landing,1880,1
England,landing,1900,1
England,lands,1840,2
England,lands,1880,4
England,late,1880,2
England,leave,1860,1
England,leeds,1880,1
England,level crossings,1880,4
England,light railways,1890,2
England,lottery,1900,1
England,lunacy,1880,4
England,lunacy,1890,2
England,lunatic asylums,1880,1
England,lunatics,1900,1
England,magistrate,1880,1
England,magistrates,1880,8
England,mail,1880,1
England,mail,1890,3
England,mail steamers,1880,1
England,mail steamers,1890,1
England,mails,1880,1
England,mails,1900,1
England,making,1880,1
England,man,1880,2
England,man,1890,2
England,managers,1900,1
England,manors,1890,1
England,manufacture,1910,2
England,map,1870,2
England,market,1880,1
England,marriage,1880,2
England,marriage,1890,1
England,marriages,1820,1
England,married,1880,1
England,married couples,1880,1
England,master,1880,1
England,material,1900,1
England,medical,1880,4
England,medical officer,1880,1
England,men,1880,3
England,metropolitan,1880,5
England,midland,1880,10
England,migration,1880,1
England,military operations,1880,2
England,miners,1850,1
England,missioners,1880,1
England,murder,1880,3
England,murders,1880,1
England,newspaper,1880,2
England,nonconformists,1880,1
England,noxious,1910,2
England,obscene,1880,1
England,occupiers,1880,2
England,offences,1900,1
England,offenders,1880,1
England,officers,1880,6
England,orphan,1880,1
England,outbreak,1880,1
England,outdoor,1880,1
England,outdoor relief,1880,2
England,overtime,1880,1
England,owners,1880,1
England,paid,1880,3
England,parcel,1890,2
England,parcels,1880,1
England,passage,1870,1
England,passenger,1880,1
England,patent,1880,2
England,patents,1890,2
England,patents,1900,2
England,pauper,1880,10
England,pauper children,1880,8
England,paupers,1880,12
England,pay,1880,2
England,payment,1860,1
England,payment,1880,1
England,payment,1900,2
England,penny,1880,1
England,penny,1910,4
England,penny postage,1910,4
England,pension,1880,2
England,pensioners,1900,1
England,pensions,1880,2
England,pensions,1900,1
England,persons,1840,1
England,persons,1900,1
England,petition,1810,2
England,petition,1900,1
England,petitions,1810,1
England,petty,1880,5
England,pleuropneumonia,1880,1
England,poisoning,1900,2
England,police,1880,21
England,police,1900,2
England,police,1910,2
England,police protection,1900,1
England,political,1850,2
England,political,1880,1
England,political,1900,1
England,poor,1830,4
England,poor,1840,1
England,poor,1870,1
England,poor,1880,60
England,poor,1900,1
England,poor rates,1880,1
England,poor-law,1830,1
England,potato,1900,2
England,potato disease,1900,1
England,powers,1880,6
England,powers,1900,1
England,price,1900,3
England,prices,1900,4
England,primary education,1890,1
England,primary education,1910,2
England,printed,1880,1
England,prison,1880,10
England,prisoner,1880,2
England,prisoners,1880,10
England,prisoners,1900,4
England,prisons,1830,3
England,prisons,1870,3
England,prisons,1880,87
England,prisons,1900,3
England,privy,1880,1
England,probate,1880,4
England,professor,1890,1
England,profits,1810,1
England,property,1880,4
England,proprietors,1880,1
England,protection,1900,2
England,provision,1860,1
England,quarter,1880,9
England,rail,1880,2
England,railway,1880,14
England,railway,1890,2
England,railway company,1880,2
England,railways,1880,38
England,railways,1890,2
England,rate,1880,1
England,rate,1900,1
England,receipt,1900,1
England,receiving,1880,1
England,rectory,1880,1
England,reformatory,1880,1
England,reformatory and industrial schools,1880,1
England,refugees,1850,4
England,refugees,1900,4
England,relative,1900,2
England,removal of paupers,1880,4
England,repair,1880,2
England,representation,1810,2
England,residence,1860,1
England,residents,1830,1
England,resumption,1810,2
England,resumption of cash payments by the bank,1810,2
England,review,1880,1
England,right,1880,3
England,rioters,1880,1
England,riots,1840,1
England,riots,1880,1
England,river,1880,1
England,road,1900,3
England,roads,1840,1
England,roads,1880,7
England,robbery,1880,1
England,roman,1810,4
England,roman,1820,2
England,roman catholics,1810,12
England,route,1880,1
England,rumoured,1860,1
England,sale,1900,2
England,salmon,1860,2
England,salmon,1870,1
England,salmon fisheries,1860,2
England,salvation,1880,2
England,sanitary,1880,1
England,savings,1880,2
England,savings banks,1880,1
England,scab,1900,2
England,scandal,1880,1
England,school,1880,7
England,school,1900,3
England,school,1910,2
England,schools,1880,16
England,schools,1890,2
England,schools,1900,10
England,schools,1910,7
England,secondary education,1890,1
England,secondary schools,1910,4
England,secret,1810,2
England,securities,1910,2
England,seizure,1880,1
England,sentence,1880,7
England,sentences,1880,4
England,sergeant,1880,1
England,sheriff,1880,2
England,ship,1880,1
England,shire,1880,1
England,shop,1890,2
England,sickness,1880,1
England,silver,1900,3
England,small holdings,1900,1
England,smallpox,1900,2
England,spirit,1900,1
England,stamp,1880,1
England,states,1830,1
England,states,1890,2
England,station,1880,1
England,stationery,1880,1
England,statistics,1880,1
England,statistics,1890,1
England,statistics,1910,2
England,stealing,1880,4
England,steamers,1880,1
England,steamers,1890,1
England,stipendiary,1880,1
England,stock,1900,2
England,street,1880,2
England,street,1900,1
England,strike,1880,5
England,students,1910,1
England,submarine,1880,1
England,submarine,1910,2
England,sugar,1890,4
England,sugar,1900,8
England,sugar,1910,8
England,sugar beet,1890,1
England,sugar beet,1900,2
England,suggested,1900,1
England,superannuation,1890,2
England,survey,1840,2
England,systems,1900,1
England,teachers,1880,6
England,teachers,1890,3
England,teachers,1900,3
England,telegram,1880,1
England,telegrams,1890,4
England,telegraph,1880,4
England,telegraph office,1880,1
England,telegraphic communication,1890,1
England,telegraphic messages,1880,1
England,telegraphists,1880,2
England,telephone,1880,1
England,telephone,1890,1
England,telephone,1900,2
England,the bank,1810,16
England,the bank,1820,1
England,the bank,1830,4
England,the bank,1840,1
England,the bank,1880,4
England,the bank,1890,1
England,the bank,1900,1
England,timber,1880,4
England,times,1880,1
England,tobacco,1900,1
England,trading,1880,1
England,traffic,1890,9
England,train,1880,1
England,training colleges,1900,1
England,transmission,1880,1
England,transport,1860,2
England,travelling,1880,1
England,trawlers,1880,1
England,trawling,1880,1
England,trespass,1880,1
England,trial,1880,3
England,trial,1900,1
England,trinity,1880,1
England,troops,1890,2
England,tunnel,1880,5
England,tunnel scheme,1880,4
England,uncertified,1900,1
England,unemployed,1900,3
England,union,1880,6
England,universities,1830,1
England,urban,1880,1
England,urban,1900,1
England,vaccination,1880,4
England,vaccination,1900,2
England,valuation,1880,4
England,valuation,1900,2
England,value,1880,1
England,value,1900,2
England,violence,1880,1
England,visitors,1880,1
England,voluntary schools,1880,1
England,volunteer,1880,1
England,voting,1880,1
England,war material,1900,1
England,ward,1880,1
England,waste,1880,1
England,watches,1900,1
England,water,1880,2
England,water supply,1880,1
England,wheat,1900,5
England,wires,1880,1
England,work,1880,1
England,workhouse,1880,8
England,workhouses,1880,14
England,working,1880,2
England,workmen,1900,1
England,worship,1900,1
England,acreage,1900,2
England,admission,1860,1
England,agricultural,1880,2
England,agricultural,1900,2
England,agriculture,1900,4
England,aid,1890,1
England,aliens,1900,2
England,ambassador,1860,1
England,ancient,1900,1
England,archives,1880,1
England,arms,1880,1
England,artillery,1900,2
England,artisans,1840,1
England,artisans,1860,1
England,auxiliary,1880,2
England,bank,1900,1
England,bank notes,1900,4
England,bar,1880,1
England,beer,1900,1
England,boat,1880,1
England,boats,1830,2
England,boats,1870,2
England,boats,1890,2
England,boots,1890,1
England,bounty,1880,1
England,boycotting,1890,1
England,breeding,1900,1
England,brigands,1860,1
England,canal,1880,2
England,capital,1880,1
England,carriage,1880,1
England,catholics,1820,4
England,cattle,1900,4
England,cemetery,1900,1
England,chancery,1900,1
England,children,1900,4
England,church,1840,4
England,church,1850,2
England,church,1860,4
England,church,1880,2
England,church,1890,2
England,church,1900,2
England,circulars,1900,1
England,clergy,1850,1
England,coaling,1900,1
England,coaling stations,1900,1
England,coasting,1880,1
England,code,1890,1
England,college,1890,2
England,colony,1900,1
England,commercial,1890,1
England,commissioner,1880,1
England,companies,1910,2
England,company,1900,4
England,company,1910,4
England,consul,1870,2
England,consul,1880,1
England,consul,1890,1
England,consul,1900,1
England,consuls,1890,1
England,contracts,1900,1
England,conveyance,1900,1
England,corn,1900,2
England,correspondence,1850,2
England,cost,1900,4
England,country,1900,1
England,crop,1900,1
England,cruelties,1910,2
England,cruisers,1890,1
England,decorations,1880,1
England,deportation,1900,1
England,depredations,1880,1
England,deputation,1880,1
England,distilleries,1900,1
England,disturbances,1900,3
England,dockyards,1860,1
England,doctors,1870,1
England,education,1850,5
England,education,1880,5
England,education,1890,5
England,education,1900,10
England,education code,1890,1
England,elective,1820,1
England,elementary,1900,1
England,elementary school teachers,1900,1
England,encroachments,1870,1
England,engineers,1850,2
England,episcopal,1850,1
England,episcopal,1890,1
England,estates,1900,1
England,exclusion,1900,1
England,farmers,1890,1
England,female,1880,1
England,fisheries,1840,3
England,fisheries,1860,3
England,fisheries,1870,3
England,fisheries,1880,9
England,fisheries,1900,3
England,fishermen,1880,3
England,fishery,1900,2
England,fishing,1870,2
England,fishing,1880,8
England,fishing,1900,4
England,fishing boats,1870,2
England,fleets,1880,1
England,fodder,1890,1
England,food,1880,2
England,fraudulent,1880,1
England,girl,1890,1
England,girls,1890,1
England,goods,1900,1
England,graves,1860,1
England,grounds,1900,2
England,guns,1890,2
England,harbour,1900,1
England,hop,1900,1
England,hops,1890,1
England,hops,1900,1
England,horse,1900,3
England,horses,1900,1
England,immigrants,1900,3
England,immigrants,1910,6
England,industrial,1900,2
England,industrial schools,1900,1
England,inquiry,1820,1
England,investments,1880,2
England,iron,1860,1
England,jurisdiction,1880,1
England,labour,1900,2
England,ladies,1880,1
England,ladies,1890,1
England,ladies,1900,1
England,lady,1880,1
England,land,1900,2
England,language,1880,1
England,language,1890,2
England,language,1900,3
England,late,1880,1
England,leather,1880,1
England,leather,1890,1
England,leave,1880,1
England,liability,1880,2
England,lights,1890,2
England,live stock,1900,1
England,lunacy,1880,1
England,mail,1880,1
England,mails,1880,1
England,mails,1890,4
England,manufacturers,1900,1
England,manufactures,1890,1
England,markets,1900,1
England,marriage,1850,1
England,material,1900,1
England,measures,1880,1
England,measures,1900,1
England,meat,1880,1
England,medical,1880,1
England,medical practitioners,1880,1
England,mercantile,1910,2
England,missionaries,1850,1
England,money,1890,2
England,money,1900,2
England,money orders,1900,1
England,mortality,1890,2
England,murder,1900,3
England,newspapers,1880,2
England,newspapers,1890,2
England,newspapers,1900,2
England,north sea fisheries,1880,2
England,officers,1850,2
England,officers,1860,1
England,officers,1880,1
England,officers,1900,2
England,orange,1900,1
England,orange river,1900,1
England,outrages,1880,2
England,passenger,1890,1
England,pauper,1900,2
England,pauper children,1900,2
England,paupers,1900,3
England,pension,1830,2
England,pensions,1900,1
England,people,1860,1
England,perjury,1890,1
England,police,1900,2
England,poor,1860,1
England,powder,1870,1
England,practice,1900,1
England,practitioners,1880,1
England,prices,1900,1
England,prison,1890,2
England,prison,1900,2
England,prison officials,1890,1
England,prison officials,1900,1
England,prison warders,1900,1
England,prisoners,1890,2
England,prisons,1880,3
England,prisons,1890,9
England,prisons,1900,3
England,privy,1900,1
England,produce,1880,2
England,production,1900,1
England,protection,1900,1
England,public offices,1890,1
England,qualifications,1900,1
England,qualified,1900,1
England,rails,1890,1
England,railway,1880,1
England,railways,1900,2
England,receipt,1900,1
England,representation,1860,2
England,residents,1840,1
England,riots,1880,1
England,river,1900,1
England,sailor,1890,1
England,sailors,1880,1
England,sailors,1890,1
England,sale,1900,1
England,salt,1860,3
England,scholarships,1900,1
England,school,1900,1
England,school teachers,1900,3
England,schools,1900,8
England,scientific,1910,2
England,sea fisheries,1880,3
England,secret,1850,2
England,seizure,1900,1
England,servants,1900,1
England,settlers,1900,2
England,shares,1880,1
England,shipping,1880,2
England,ships,1870,2
England,shoot,1900,1
England,shooting,1880,1
England,societies,1890,1
England,squadron,1860,1
England,states,1880,1
England,statistics,1900,1
England,steamers,1900,1
England,stock,1900,1
England,stores,1900,2
England,subject,1850,1
England,subject,1880,1
England,suez canal,1880,2
England,systems,1900,1
England,teachers,1900,15
England,teachers in receipt of pensions,1900,1
England,teaching,1910,2
England,tenders,1900,1
England,the people,1860,1
England,trades,1900,1
England,trading,1910,2
England,trading companies,1910,2
England,travellers,1890,1
England,trawler,1900,1
England,trawlers,1900,1
England,troops,1850,2
England,troops,1880,2
England,troops,1900,2
England,tunnel,1870,1
England,universities,1850,1
England,university,1880,1
England,university,1890,1
England,university,1900,2
England,valuation,1900,2
England,vessels,1880,8
England,vessels,1890,4
England,waters,1860,2
England,waters,1880,2
England,waters,1900,2
England,wool,1900,2
England,working,1900,1
England,working hours,1900,1
England,workmen,1840,2
England,workshops,1890,1
England,world,1880,1
England,arrest,1900,3
England,code,1880,1
England,englishman,1860,1
England,englishman,1880,3
England,englishman,1890,1
England,englishman,1900,2
England,ill,1880,2
England,killed,1890,1
England,murder,1900,1
Ethiopia,railway,1900,1
Europe,agriculture,1820,2
Europe,ambassador,1810,1
Europe,blockade,1880,3
Europe,corn,1820,2
Europe,countries,1870,1
Europe,countries,1900,1
Europe,dockyard,1880,3
Europe,events,1820,1
Europe,exports,1900,1
Europe,intercourse,1900,1
Europe,map,1870,2
Europe,passing,1820,1
Europe,ports,1880,1
Europe,relative,1810,1
Europe,security,1810,1
Europe,states,1880,1
Europe,sugar,1840,4
Europe,agency,1900,2
Europe,arbitration,1870,6
Europe,armaments,1890,1
Europe,army clothing,1880,1
Europe,assurance,1870,6
Europe,assurances,1900,1
Europe,british forces,1900,1
Europe,cable,1900,1
Europe,clothing,1880,3
Europe,collector,1900,1
Europe,command,1900,1
Europe,commercial,1890,1
Europe,company,1850,4
Europe,company,1900,4
Europe,company's,1850,1
Europe,company's,1900,1
Europe,constitutions,1880,1
Europe,consuls,1890,1
Europe,cost,1900,2
Europe,council,1880,1
Europe,countries,1870,1
Europe,countries,1880,1
Europe,countries,1900,1
Europe,criminal cases,1900,1
Europe,descent,1900,1
Europe,disturbances,1880,6
Europe,doctors,1890,1
Europe,fisheries,1890,3
Europe,freights,1900,1
Europe,gaols,1890,3
Europe,girls,1880,1
Europe,gold,1880,2
Europe,gold,1890,4
Europe,gold and silver,1880,1
Europe,hall marking,1880,1
Europe,hospital,1900,3
Europe,intervention,1900,1
Europe,land,1900,1
Europe,liability,1890,2
Europe,magistrates,1900,1
Europe,mail,1850,1
Europe,map,1870,2
Europe,minor,1890,1
Europe,operation,1900,1
Europe,owners,1900,1
Europe,parcels,1900,1
Europe,police,1900,1
Europe,port,1900,1
Europe,powers,1880,5
Europe,powers,1890,1
Europe,powers,1900,3
Europe,principal,1900,1
Europe,prisoners,1890,2
Europe,purposes,1880,1
Europe,schools,1900,4
Europe,settlement,1900,2
Europe,shipowners,1890,2
Europe,sickness,1900,1
Europe,silver,1880,3
Europe,states,1890,1
Europe,steam,1850,2
Europe,steam packet,1850,1
Europe,telegraph,1900,2
Europe,telegraph company,1900,1
Europe,telegraphs,1880,1
Europe,traders,1900,1
Europe,troops,1850,6
Europe,troops,1890,4
Europe,troops,1900,2
Europe,villages,1900,1
Europe,assaults,1900,1
Europe,canal,1880,1
Europe,employment,1880,2
Europe,foreign outbreak,1900,1
Europe,massacre,1900,1
Europe,massacres,1880,3
Europe,news,1900,1
Europe,outbreak,1900,1
Europe,outrages,1890,1
Europe,proclamation,1880,1
Europe,protection,1900,1
Europe,states,1880,1
Europe,states,1900,1
Europe,suez canal,1880,1
Ireland,amnesty,1870,2
Ireland,conspiracy,1860,2
Ireland,convict,1860,6
Ireland,convicts,1860,3
Ireland,convicts,1870,1
Ireland,disturbances,1860,3
Ireland,fenian convict,1860,3
Ireland,martial,1900,2
Ireland,martial law,1900,1
Ireland,metropolitan,1860,1
Ireland,police,1860,1
Ireland,prisoners,1860,2
Ireland,prisoners,1870,4
Ireland,prisoners,1900,4
Ireland,arrest,1900,3
Ireland,martial,1900,1
Ireland,petition,1860,1
Ireland,treason,1860,1
Fiji,contagious,1890,1
Fiji,contagious diseases,1890,4
Fiji,diseases,1890,1
Fiji,disturbances,1870,3
Fiji,epidemic,1870,2
Fiji,flogging,1890,4
Fiji,forced labour,1900,1
Fiji,industry,1900,1
Fiji,inquiry,1900,1
Fiji,labour,1900,4
Fiji,labourers,1900,2
Fiji,land,1900,1
Fiji,lands,1900,2
Fiji,measles,1870,1
Fiji,payment,1900,1
Fiji,population,1900,2
Fiji,protectorate,1870,1
Fiji,sale,1900,2
Fiji,sugar,1900,4
Finland,blockade,1850,3
Finland,constitution,1890,1
Finland,consuls,1890,2
Finland,gulf,1850,1
Finland,pension,1890,2
Finland,person,1880,1
Finland,prisoners,1880,2
Finland,property,1880,2
Finland,protection,1880,1
Finland,railway,1890,1
Finland,sergeant,1890,1
France,admission,1860,1
France,alleged treaty,1850,4
France,alliance,1810,1
France,ambassador,1830,1
France,amnesty,1810,2
France,annexation,1860,8
France,annexation,1880,1
France,arrest,1890,3
France,artisans,1840,1
France,assimilation,1880,2
France,association,1880,2
France,beet,1910,4
France,blockade,1880,6
France,boats,1900,2
France,bombardment,1880,2
France,book,1880,1
France,bread,1900,1
France,british trade,1900,1
France,british vessels,1870,1
France,budget,1860,1
France,capitulations,1880,1
France,channel tunnel,1880,2
France,channel tunnel scheme,1880,1
France,children,1890,4
France,cholera,1880,2
France,coal,1860,3
France,coal,1900,9
France,coal exports,1900,1
France,commercial,1830,1
France,commercial,1840,4
France,commercial,1860,4
France,commercial,1870,3
France,commercial,1880,10
France,commercial,1890,1
France,commercial relations,1840,1
France,commercial relations,1880,1
France,commercial treaty,1830,1
France,commercial treaty,1840,2
France,commercial treaty,1860,3
France,commercial treaty,1870,3
France,commercial treaty,1880,7
France,commercial treaty,1890,1
France,communications,1820,1
France,conflict,1880,2
France,consul,1870,2
France,consuls,1830,1
France,consumption,1910,4
France,contraband,1880,3
France,contraband of war,1880,1
France,correspondence,1810,1
France,cost,1900,2
France,country,1820,1
France,credit,1880,1
France,destroyers,1900,1
France,differential,1860,1
France,draft,1870,1
France,education,1830,5
France,education,1900,5
France,employers,1880,1
France,events,1810,3
France,exports,1900,4
France,exports,1910,2
France,exports of coal,1900,4
France,family,1840,1
France,field,1900,1
France,field guns,1900,1
France,fisheries,1830,3
France,fisheries,1840,3
France,fisheries,1850,9
France,fisheries,1880,6
France,fisheries,1890,3
France,fisheries treaty,1840,1
France,fisheries treaty,1850,1
France,fisheries treaty,1880,1
France,flax,1900,1
France,flax line,1900,1
France,forgery,1890,3
France,fortresses,1870,1
France,free,1890,1
France,frontier,1870,1
France,gaming,1880,1
France,goods,1910,2
France,growth,1900,2
France,guns,1900,2
France,harbour,1880,1
France,harbours,1860,2
France,harbours of refuge,1860,1
France,horses,1890,1
France,hours of labour,1890,1
France,ill,1890,1
France,ill treatment,1890,2
France,import,1900,3
France,import,1910,2
France,imported,1810,1
France,imports,1900,12
France,imports of linen yarns,1900,1
France,imprisonment,1820,2
France,indebtedness,1880,2
France,industry,1910,2
France,insurrection,1880,3
France,interchange,1830,1
France,interchange,1840,1
France,intervention,1880,1
France,labour,1890,2
France,labour,1900,2
France,letter,1910,6
France,liability,1880,2
France,linen,1830,1
France,linen,1900,1
France,mail,1880,1
France,mail steamers,1880,1
France,mails,1880,1
France,manufactured articles,1900,2
France,maritime,1860,1
France,medicine,1890,1
France,message,1810,6
France,metric,1900,1
France,metric system,1900,1
France,military operations,1880,1
France,monte,1880,1
France,new commercial treaty,1880,3
France,newspaper,1870,2
France,newspapers,1880,2
France,offenders,1840,1
France,overtures,1800,1
France,pamphlet,1860,1
France,parcel,1880,1
France,parcels,1880,1
France,passage,1870,1
France,patent,1890,2
France,penny,1910,5
France,penny postage,1910,4
France,petition,1810,1
France,petrol,1910,2
France,physicians,1870,1
France,political,1880,1
France,port,1880,1
France,powers,1870,1
France,price,1900,2
France,price of bread,1900,1
France,prices,1900,5
France,prices of wheat,1900,1
France,prisoners,1810,2
France,prisoners of war,1810,2
France,property,1880,2
France,proportion,1900,1
France,protectorate,1880,2
France,rate,1910,2
France,refuge,1860,1
France,relative,1810,1
France,relative,1820,1
France,religious,1900,2
France,religious orders,1900,1
France,revolution,1840,1
France,right,1880,2
France,rinderpest,1870,1
France,salt,1860,3
France,search,1880,4
France,seizure,1880,1
France,shipbuilding,1900,4
France,shipment,1900,1
France,shipping,1880,2
France,silks,1810,1
France,speed,1910,2
France,states,1900,6
France,states,1910,4
France,steamers,1880,1
France,steel,1880,1
France,steel,1910,4
France,submarine,1900,1
France,submarine boats,1900,1
France,sugar,1900,4
France,sugar,1910,16
France,telegrams,1890,3
France,telegraph,1880,1
France,telegraph,1890,1
France,telegraphic communication,1890,1
France,telegraphic messages,1880,1
France,telephonic,1900,1
France,tow yarns,1900,1
France,treasure,1900,1
France,tribes,1880,1
France,troops,1880,2
France,tunnel,1880,1
France,tunnel scheme,1880,2
France,vessels,1870,4
France,vessels,1880,2
France,victualling,1870,1
France,wheat,1900,6
France,wheat,1910,2
France,women,1890,3
France,wool,1830,2
France,workmen,1840,2
Free_State,building,1900,1
Free_State,communications,1900,1
Free_State,employment,1900,2
Free_State,forts,1900,1
Free_State,free,1870,2
Free_State,free,1890,8
Free_State,free,1900,23
Free_State,free,1910,2
Free_State,good,1870,2
Free_State,imports,1900,2
Free_State,merchants,1890,1
Free_State,orange,1870,1
Free_State,orange,1890,1
Free_State,orange,1900,5
Free_State,outrages,1900,1
Free_State,private property,1900,1
Free_State,proclamation,1900,3
Free_State,property,1900,2
Free_State,rebels,1900,2
Free_State,slavery,1900,1
France,accidents,1900,2
France,agricultural,1900,1
France,agricultural,1910,2
France,agricultural implements,1910,2
France,aid,1870,1
France,aid,1900,1
France,aliens,1900,2
France,ambassador,1840,3
France,ambassador,1850,3
France,ambassador,1880,1
France,ambulance,1900,4
France,anarchists,1900,1
France,apparatus,1900,1
France,archives,1880,1
France,armaments,1860,1
France,arrest,1880,3
France,artisans,1860,1
France,bankruptcy,1870,2
France,battleship,1890,1
France,blockade,1890,3
France,boats,1890,2
France,boats,1900,4
France,bode,1820,1
France,boilers,1890,1
France,books,1880,1
France,bounties,1880,1
France,bounties,1890,1
France,bounties,1900,1
France,bounty,1880,2
France,british merchants,1900,1
France,british trade,1900,1
France,british trade,1910,2
France,british vessels,1880,1
France,british vessels,1910,2
France,cable,1900,1
France,canals,1890,2
France,casualty,1880,2
France,catholic,1890,2
France,catholic claims,1890,1
France,catholics,1900,2
France,charges,1880,1
France,charity,1880,1
France,church,1880,4
France,coal,1900,3
France,coal mines,1900,2
France,colonists,1880,1
France,commercial,1840,1
France,commercial,1870,1
France,commercial,1880,4
France,commercial,1890,2
France,commercial,1900,1
France,commercial treaty,1840,1
France,commercial treaty,1870,1
France,commercial treaty,1880,2
France,company,1890,2
France,company's,1890,1
France,compensation,1830,1
France,compensation,1900,2
France,concession,1900,1
France,consul,1880,3
France,contraband,1900,1
France,conviction,1900,1
France,convicts,1880,1
France,coolie,1870,2
France,copper,1870,1
France,cost,1900,2
France,cruisers,1900,1
France,currency,1880,1
France,dead,1890,1
France,demands,1890,1
France,depredations,1890,1
France,destroyers,1900,1
France,disease,1880,2
France,disturbance,1900,1
France,disturbances,1900,3
France,dockyards,1860,2
France,draft,1900,1
France,education,1880,5
France,education,1890,5
France,emigration,1850,3
France,emigration,1870,3
France,emperor,1850,2
France,emperor,1860,3
France,empire,1850,2
France,encroachments,1880,2
France,estate,1900,15
France,exhibition,1880,1
France,factories,1890,2
France,factory,1890,2
France,fair,1900,1
France,farms,1900,1
France,field,1900,1
France,field guns,1900,1
France,firing,1900,1
France,fisheries,1840,9
France,fisheries,1880,18
France,fisheries,1900,3
France,fishermen,1830,1
France,fishermen,1880,4
France,fishermen,1890,1
France,fishery,1880,2
France,fishing,1880,8
France,fishing,1890,4
France,fishing boats,1890,2
France,flag,1880,3
France,flag,1900,1
France,fleets,1880,1
France,flogging,1900,4
France,foreigners,1880,1
France,fortresses,1830,2
France,fortresses,1870,1
France,free,1850,1
France,frontier,1870,1
France,frontier,1900,2
France,fruit,1900,1
France,goods,1900,2
France,grown,1900,1
France,guns,1900,2
France,implements,1910,2
France,import,1900,4
France,importation,1870,2
France,importation,1900,2
France,importation,1910,8
France,imported,1810,1
France,imported,1900,2
France,imports,1890,2
France,imports,1900,4
France,influence,1840,1
France,inoculation,1880,1
France,intervention,1840,1
France,investigation,1900,2
France,investments,1900,2
France,irish schools,1900,1
France,iron,1860,1
France,jute,1900,1
France,lady,1880,2
France,land,1860,1
France,landing,1880,1
France,late,1880,1
France,late,1900,1
France,leather,1890,2
France,letter,1850,3
France,lobster,1890,1
France,mail,1880,1
France,mail,1890,1
France,marine,1880,3
France,marriage,1880,2
France,material,1900,1
France,medical,1900,1
France,mercantile,1880,4
France,mercantile marine,1880,3
France,merchant,1870,1
France,merchant,1900,2
France,merchant shipping,1900,2
France,merchants,1900,2
France,merton,1880,2
France,military expedition,1880,1
France,milk,1890,1
France,milk,1900,1
France,mines,1900,1
France,mining,1900,2
France,minister,1880,1
France,money,1870,2
France,money,1900,4
France,money orders,1900,1
France,navigation,1870,2
France,navigation,1900,2
France,nets,1880,1
France,news,1910,2
France,north sea fisheries,1880,1
France,north sea fisheries,1900,1
France,owners,1900,1
France,paper,1910,2
France,park,1900,2
France,peers,1830,1
France,petition,1860,1
France,petrol,1900,1
France,poaching,1900,1
France,police,1880,3
France,political,1860,1
France,political,1880,3
France,ports,1870,1
France,ports,1880,2
France,ports,1910,2
France,prime,1880,1
France,prisoners,1810,4
France,prisoners,1860,2
France,prisoners of war,1810,2
France,proclamation,1880,1
France,property,1880,2
France,protection,1880,1
France,protectorate,1840,1
France,protectorate,1880,4
France,protestant,1880,4
France,protestant church,1880,2
France,quarantine,1880,1
France,railway,1900,2
France,recall,1850,1
France,reception,1900,1
France,refugees,1870,2
France,reunion,1880,1
France,review,1890,1
France,revision,1900,1
France,right,1840,1
France,right,1880,1
France,river,1880,1
France,sailors,1890,1
France,salmon,1880,1
France,salmon fisheries,1880,1
France,saving,1900,1
France,schools,1900,2
France,sea fisheries,1880,1
France,sea fisheries,1900,1
France,seizure,1830,1
France,seizure,1860,1
France,seizure,1880,2
France,settlement,1900,2
France,settlers,1880,1
France,sewage,1900,1
France,ship,1880,1
France,shipbuilding,1890,2
France,shipping,1880,4
France,shipping,1900,2
France,ships,1870,2
France,ships,1880,2
France,ships,1900,4
France,silk,1900,2
France,silks,1810,1
France,smuggling,1830,1
France,sports,1900,1
France,squadron,1840,1
France,squadron,1880,1
France,states,1880,1
France,states,1900,1
France,steamship,1900,1
France,submarine,1900,1
France,submarine boats,1900,1
France,taking,1900,1
France,teaching,1900,1
France,teaching irish,1900,1
France,technical,1890,1
France,technical education,1890,2
France,telephone,1890,1
France,territories,1890,1
France,traders,1900,1
France,transmission,1880,1
France,transport,1880,2
France,trawler,1900,1
France,trawling,1880,1
France,troops,1830,4
France,troops,1880,2
France,troops,1890,2
France,troops,1900,4
France,vaccination,1880,2
France,vessels,1880,8
France,vessels,1890,4
France,vessels,1910,4
France,war vessels,1890,1
France,water,1890,2
France,waters,1890,2
