year,grammatical_collocates,afinn,textblob,vader,combined_score
1853,other property,0,-0.125,0,-0.125
1853,large property,0,0.21428571428571427,0,0.21428571428571427
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,increased rent,1,0,0.2732,1.2732
1853,good landlord,3,0.7,0.4404,4.1404000000000005
1853,own property,0,0.6,0,0.6
1853,many landlords,0,0.5,0,0.5
1853,more land,0,0.5,0,0.5
1853,small tenantry,0,-0.25,0,-0.25
1853,own property,0,0.6,0,0.6
1853,other property,0,-0.125,0,-0.125
1853,large property,0,0.21428571428571427,0,0.21428571428571427
1853,less rent,0,-0.16666666666666666,0,-0.16666666666666666
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,other property,0,-0.125,0,-0.125
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,own property,0,0.6,0,0.6
1853,own property,0,0.6,0,0.6
1853,own property,0,0.6,0,0.6
1853,large property,0,0.21428571428571427,0,0.21428571428571427
1853,past allotments,0,-0.25,0,-0.25
1853,valuable property,0,0,0.4767,0.4767
1853,real property,0,0.2,0,0.2
1853,higher rent,0,0.25,0,0.25
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,long leases,0,-0.05,0,-0.05
1853,certain lands,1,0.21428571428571427,0.2732,1.487485714285714
1851,much property,0,0.2,0,0.2
1853,legal rents,1,0.2,0.128,1.3279999999999998
1853,little property,0,-0.1875,0,-0.1875
1853,first rentcharge,0,0.25,0,0.25
1853,own property,0,0.6,0,0.6
1853,richest landowners,0,0,0.5267,0.5267
1853,capable property,1,0.2,0.3818,1.5817999999999999
1853,own lands,0,0.6,0,0.6
1853,new lands,0,0.13636363636363635,0,0.13636363636363635
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,worse lands,-3,-0.4,-0.4767,-3.8767
1853,better land,2,0.5,0.4404,2.9404
1853,other landlords,0,-0.125,0,-0.125
1853,best rent,3,1,0.6369,4.6369
1852,best landlord,3,1,0.6369,4.6369
1852,whole rental,0,0.2,0,0.2
1852,abused tenantry,-3,0,-0.5106,-3.5106
1852,long lease,0,-0.05,0,-0.05
1852,improving tenant,2,0,0.4215,2.4215
1852,high rent,0,0.16,0,0.16
1852,good landlords,3,0.7,0.4404,4.1404000000000005
1852,impossible rent,0,-0.6666666666666666,0,-0.6666666666666666
1852,good landlord,3,0.7,0.4404,4.1404000000000005
1852,impossible rents,0,-0.6666666666666666,0,-0.6666666666666666
1852,good landlords,3,0.7,0.4404,4.1404000000000005
1852,good landlord,3,0.7,0.4404,4.1404000000000005
1852,bad landlord,-3,-0.6999999999999998,-0.5423,-4.2423
1852,impossible rent,0,-0.6666666666666666,0,-0.6666666666666666
1852,improving tenants,2,0,0.4215,2.4215
1852,common land,0,-0.3,0,-0.3
1852,original rent,0,0.375,0.3182,0.6932
1852,less rent,0,-0.16666666666666666,0,-0.16666666666666666
1852,absolute property,0,0.2,0,0.2
1852,absolute property,0,0.2,0,0.2
1852,bloody feuds,-3,-0.8,-0.6486,-4.4486
1852,good landlords,3,0.7,0.4404,4.1404000000000005
1852,good landlords,3,0.7,0.4404,4.1404000000000005
1852,improving tenants,2,0,0.4215,2.4215
1852,improving tenant,2,0,0.4215,2.4215
1853,considerable property,0,0.1,0,0.1
1853,own property,0,0.6,0,0.6
1853,very lands,0,0.2,0,0.2
1853,whole property,0,0.2,0,0.2
1853,actual eviction,-1,0,-0.4588,-1.4588
1853,poor tenants,-2,-0.4,-0.4767,-2.8767
1853,increased rent,1,0,0.2732,1.2732
1853,increased rent,1,0,0.2732,1.2732
1853,large rent,0,0.21428571428571427,0,0.21428571428571427
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,whole property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1852,own lands,0,0.6,0,0.6
1852,great landlords,3,0.8,0.6249,4.4249
1852,heavy lands,0,-0.2,0,-0.2
1852,heavy lands,0,-0.2,0,-0.2
1852,light lands,0,0.4,0,0.4
1852,heavy lands,0,-0.2,0,-0.2
1852,heavy lands,0,-0.2,0,-0.2
1853,considerable property,0,0.1,0,0.1
1853,much rent,0,0.2,0,0.2
1852,capable lands,1,0.2,0.3818,1.5817999999999999
1852,capable lands,1,0.2,0.3818,1.5817999999999999
1853,liable chattels,0,-0.1,0,-0.1
1853,large property,0,0.21428571428571427,0,0.21428571428571427
1853,large property,0,0.21428571428571427,0,0.21428571428571427
1853,large property,0,0.21428571428571427,0,0.21428571428571427
1852,real property,0,0.2,0,0.2
1852,real property,0,0.2,0,0.2
1852,real property,0,0.2,0,0.2
1852,real property,0,0.2,0,0.2
1852,real property,0,0.2,0,0.2
1852,fixed property,0,0.1,0,0.1
1852,real property,0,0.2,0,0.2
1853,strong landlord,2,0.4333333333333333,0.5106,2.9439333333333333
1853,due rent,0,-0.125,0,-0.125
1853,due rent,0,-0.125,0,-0.125
1853,whole rent,0,0.2,0,0.2
1853,poor tenant,-2,-0.4,-0.4767,-2.8767
1853,due rent,0,-0.125,0,-0.125
1853,tyrannical landlords,-3,0,0,-3
1852,real property,0,0.2,0,0.2
1852,real property,0,0.2,0,0.2
1852,other property,0,-0.125,0,-0.125
1852,real property,0,0.2,0,0.2
1852,real property,0,0.2,0,0.2
1852,real property,0,0.2,0,0.2
1852,real property,0,0.2,0,0.2
1852,real property,0,0.2,0,0.2
1852,best rents,3,1,0.6369,4.6369
1852,growing land,1,0,0.1779,1.1779
1852,real property,0,0.2,0,0.2
1852,other property,0,-0.125,0,-0.125
1852,real property,0,0.2,0,0.2
1852,other property,0,-0.125,0,-0.125
1852,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,other property,0,-0.125,0,-0.125
1853,other leases,0,-0.125,0,-0.125
1853,certain leases,1,0.21428571428571427,0.2732,1.487485714285714
1853,real property,0,0.2,0,0.2
1853,freehold property,0,0,0.1779,0.1779
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1852,other property,0,-0.125,0,-0.125
1852,certain lands,1,0.21428571428571427,0.2732,1.487485714285714
1852,other property,0,-0.125,0,-0.125
1852,less rent,0,-0.16666666666666666,0,-0.16666666666666666
1852,real property,0,0.2,0,0.2
1852,whole property,0,0.2,0,0.2
1852,real property,0,0.2,0,0.2
1852,real property,0,0.2,0,0.2
1852,real land,0,0.2,0,0.2
1853,whole property,0,0.2,0,0.2
1852,other property,0,-0.125,0,-0.125
1852,other property,0,-0.125,0,-0.125
1852,advanced rent,1,0.4,0.25,1.65
1852,increased rent,1,0,0.2732,1.2732
1852,higher rents,0,0.25,0,0.25
1852,real property,0,0.2,0,0.2
1852,whole property,0,0.2,0,0.2
1852,whole rent,0,0.2,0,0.2
1852,real property,0,0.2,0,0.2
1851,real property,0,0.2,0,0.2
1851,real property,0,0.2,0,0.2
1851,real property,0,0.2,0,0.2
1851,real property,0,0.2,0,0.2
1851,green land,0,-0.2,0,-0.2
1851,other property,0,-0.125,0,-0.125
1851,particular property,0,0.16666666666666666,0,0.16666666666666666
1853,many landlords,0,0.5,0,0.5
1853,improving landlord,2,0,0.4215,2.4215
1853,outgoing tenant,0,0,0.296,0.296
1853,outgoing tenant,0,0,0.296,0.296
1853,great leases,3,0.8,0.6249,4.4249
1853,many leases,0,0.5,0,0.5
1853,low rent,0,0,-0.2732,-0.2732
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,low rent,0,0,-0.2732,-0.2732
1852,other property,0,-0.125,0,-0.125
1852,fixed property,0,0.1,0,0.1
1852,outgoing tenant,0,0,0.296,0.296
1852,outgoing tenant,0,0,0.296,0.296
1852,small tenants,0,-0.25,0,-0.25
1852,fair rent,2,0.7,0.3182,3.0182
1852,increased rent,1,0,0.2732,1.2732
1852,absolute property,0,0.2,0,0.2
1853,other chattel,0,-0.125,0,-0.125
1851,half rent,0,-0.16666666666666666,0,-0.16666666666666666
1851,much rent,0,0.2,0,0.2
1851,other subalterns,0,-0.125,0,-0.125
1851,own property,0,0.6,0,0.6
1851,other property,0,-0.125,0,-0.125
1854,light lands,0,0.4,0,0.4
1854,real property,0,0.2,0,0.2
1854,other property,0,-0.125,0,-0.125
1854,beautiful landscape,3,0.85,0.5994,4.4494
1854,light lands,0,0.4,0,0.4
1851,finest lands,3,0,0,3
1851,own property,0,0.6,0,0.6
1851,real property,0,0.2,0,0.2
1851,valuable property,0,0,0.4767,0.4767
1851,distant land,0,-0.1,0,-0.1
1853,distant lands,0,-0.1,0,-0.1
1851,small landowners,0,-0.25,0,-0.25
1851,own rents,0,0.6,0,0.6
1851,distant lands,0,-0.1,0,-0.1
1851,military occupancy,0,-0.1,0,-0.1
1851,benevolent landlord,3,0,0.5719,3.5719
1851,poor tenant,-2,-0.4,-0.4767,-2.8767
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,whole property,0,0.2,0,0.2
1853,other rent,0,-0.125,0,-0.125
1853,large property,0,0.21428571428571427,0,0.21428571428571427
1853,large property,0,0.21428571428571427,0,0.21428571428571427
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,large property,0,0.21428571428571427,0,0.21428571428571427
1853,other property,0,-0.125,0,-0.125
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,other property,0,-0.125,0,-0.125
1853,other property,0,-0.125,0,-0.125
1851,fertile land,2,0,0,2
1851,new lands,0,0.13636363636363635,0,0.13636363636363635
1851,previous landlord,0,-0.16666666666666666,0,-0.16666666666666666
1851,own property,0,0.6,0,0.6
1851,other property,0,-0.125,0,-0.125
1851,other property,0,-0.125,0,-0.125
1851,other property,0,-0.125,0,-0.125
1851,other property,0,-0.125,0,-0.125
1853,real property,0,0.2,0,0.2
1853,more rent,0,0.5,0,0.5
1853,great landowner,3,0.8,0.6249,4.4249
1853,real property,0,0.2,0,0.2
1853,unsettled property,-1,0,-0.3182,-1.3182
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,other property,0,-0.125,0,-0.125
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,whole property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1854,real property,0,0.2,0,0.2
1851,real property,0,0.2,0,0.2
1851,certain property,1,0.21428571428571427,0.2732,1.487485714285714
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,poor tenant,-2,-0.4,-0.4767,-2.8767
1853,injured tenant,-2,0,-0.4019,-2.4019
1853,poor tenant,-2,-0.4,-0.4767,-2.8767
1853,due rent,0,-0.125,0,-0.125
1853,more leases,0,0.5,0,0.5
1854,certain lands,1,0.21428571428571427,0.2732,1.487485714285714
1853,real property,0,0.2,0,0.2
1853,other lands,0,-0.125,0,-0.125
1853,other lands,0,-0.125,0,-0.125
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,whole property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,other property,0,-0.125,0,-0.125
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1851,particular property,0,0.16666666666666666,0,0.16666666666666666
1851,average rent,0,-0.15,0,-0.15
1851,very rent,0,0.2,0,0.2
1851,distant lands,0,-0.1,0,-0.1
1851,religious feuds,0,0,-0.34,-0.34
1851,vested property,1,0,0.15310000000000001,1.1531
1851,fixed property,0,0.1,0,0.1
1851,fixed property,0,0.1,0,0.1
1853,small tenantry,0,-0.25,0,-0.25
1853,poor tenantry,-2,-0.4,-0.4767,-2.8767
1853,other property,0,-0.125,0,-0.125
1853,own property,0,0.6,0,0.6
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,great landowners,3,0.8,0.6249,4.4249
1853,small landowners,0,-0.25,0,-0.25
1853,small landowners,0,-0.25,0,-0.25
1853,great landowners,3,0.8,0.6249,4.4249
1853,small landowners,0,-0.25,0,-0.25
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,large property,0,0.21428571428571427,0,0.21428571428571427
1853,other property,0,-0.125,0,-0.125
1853,other property,0,-0.125,0,-0.125
1854,feudal landowners,0,0,-0.2023,-0.2023
1854,little property,0,-0.1875,0,-0.1875
1854,other lands,0,-0.125,0,-0.125
1852,own property,0,0.6,0,0.6
1854,accurate land,0,0.4000000000000001,0,0.4000000000000001
1854,many tenants,0,0.5,0,0.5
1854,long lease,0,-0.05,0,-0.05
1854,long leases,0,-0.05,0,-0.05
1854,unintelligent tenantry,-2,-0.6499999999999999,-0.4588,-3.1088
1851,other property,0,-0.125,0,-0.125
1853,other property,0,-0.125,0,-0.125
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,other property,0,-0.125,0,-0.125
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,large landowners,0,0.21428571428571427,0,0.21428571428571427
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,small property,0,-0.25,0,-0.25
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,certain tenants,1,0.21428571428571427,0.2732,1.487485714285714
1853,real property,0,0.2,0,0.2
1853,small property,0,-0.25,0,-0.25
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,unhappy landowner,-2,-0.6,-0.4215,-3.0215
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,other property,0,-0.125,0,-0.125
1854,improving tenant,2,0,0.4215,2.4215
1854,dispossessed tenant,0,-0.1,0,-0.1
1854,outgoing tenant,0,0,0.296,0.296
1854,outgoing tenant,0,0,0.296,0.296
1854,mere lessee,0,-0.5,0,-0.5
1854,beneficial leases,0,0,0.4404,0.4404
1854,reasonable tenant,0,0.2,0,0.2
1854,long leases,0,-0.05,0,-0.05
1854,long leases,0,-0.05,0,-0.05
1854,ordinary lease,0,-0.25,0,-0.25
1854,enterprising tenant,1,0,0.5106,1.5106000000000002
1854,old leases,0,0.1,0,0.1
1854,best lease,3,1,0.6369,4.6369
1854,satisfactory lease,0,0,0.3612,0.3612
1854,whole property,0,0.2,0,0.2
1854,certain lands,1,0.21428571428571427,0.2732,1.487485714285714
1854,increased rents,1,0,0.2732,1.2732
1854,certain lands,1,0.21428571428571427,0.2732,1.487485714285714
1852,intelligent landlord,2,0.8,0.4588,3.2588
1852,own tenantry,0,0.6,0,0.6
1852,many landlords,0,0.5,0,0.5
1852,other landlords,0,-0.125,0,-0.125
1852,own tenantry,0,0.6,0,0.6
1852,compelling landlords,0,0.3,0.2263,0.5263
1852,real property,0,0.2,0,0.2
1852,real property,0,0.2,0,0.2
1852,other property,0,-0.125,0,-0.125
1852,real property,0,0.2,0,0.2
1852,low rents,0,0,-0.2732,-0.2732
1852,high rents,0,0.16,0,0.16
1852,old lease,0,0.1,0,0.1
1852,suffering tenantry,-2,0,-0.4767,-2.4767
1852,small tenantry,0,-0.25,0,-0.25
1852,few landlords,0,-0.2,0,-0.2
1852,real property,0,0.2,0,0.2
1854,higher rent,0,0.25,0,0.25
1854,whole property,0,0.2,0,0.2
1854,improving tenant,2,0,0.4215,2.4215
1854,valued rent,0,0,0.4404,0.4404
1854,beneficial leases,0,0,0.4404,0.4404
1854,whole rental,0,0.2,0,0.2
1852,mere landsmen,0,-0.5,0,-0.5
1854,wild land,0,0.1,0,0.1
1852,real property,0,0.2,0,0.2
1854,much property,0,0.2,0,0.2
1854,small property,0,-0.25,0,-0.25
1854,certain lands,1,0.21428571428571427,0.2732,1.487485714285714
1854,more landsmen,0,0.5,0,0.5
1854,complete vassal,0,0.1,0,0.1
1853,vested property,1,0,0.15310000000000001,1.1531
1853,large property,0,0.21428571428571427,0,0.21428571428571427
1854,anxious tenant,-2,-0.25,-0.25,-2.5
1854,outgoing tenant,0,0,0.296,0.296
1854,old tenant,0,0.1,0,0.1
1854,late tenant,0,-0.3,0,-0.3
1854,outgoing tenant,0,0,0.296,0.296
1854,outgoing tenant,0,0,0.296,0.296
1854,own land,0,0.6,0,0.6
1854,fair rent,2,0.7,0.3182,3.0182
1854,fair rent,2,0.7,0.3182,3.0182
1854,respectable tenant,0,0.5,0.4404,0.9404
1854,outgoing tenant,0,0,0.296,0.296
1854,constant absentee,-1,0,-0.2732,-1.2732
1854,considerable property,0,0.1,0,0.1
1854,excellent landlord,3,1,0.5719,4.5719
1853,free lands,1,0.4,0.5106,1.9106
1853,other property,0,-0.125,0,-0.125
1854,whole property,0,0.2,0,0.2
1854,own property,0,0.6,0,0.6
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,gross rental,-2,0,-0.4767,-2.4767
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,great landlord,3,0.8,0.6249,4.4249
1853,fixed rent,0,0.1,0,0.1
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,great landowners,3,0.8,0.6249,4.4249
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,heavy landowner,0,-0.2,0,-0.2
1853,burdened landowner,-2,0,-0.4019,-2.4019
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,drained land,-2,0,-0.3612,-2.3612
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,many landowners,0,0.5,0,0.5
1853,other property,0,-0.125,0,-0.125
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,other property,0,-0.125,0,-0.125
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,low rents,0,0,-0.2732,-0.2732
1853,whole property,0,0.2,0,0.2
1853,own land,0,0.6,0,0.6
1853,unsold lands,-1,0,0,-1
1853,certain lands,1,0.21428571428571427,0.2732,1.487485714285714
1853,wild lands,0,0.1,0,0.1
1853,distant land,0,-0.1,0,-0.1
1853,certain lands,1,0.21428571428571427,0.2732,1.487485714285714
1853,much property,0,0.2,0,0.2
1853,exclusive property,2,0,0.128,2.128
1853,improving landlord,2,0,0.4215,2.4215
1853,increased rent,1,0,0.2732,1.2732
1853,increased rent,1,0,0.2732,1.2732
1853,increased rent,1,0,0.2732,1.2732
1853,increased rent,1,0,0.2732,1.2732
1852,unhappy land,-2,-0.6,-0.4215,-3.0215
1852,other property,0,-0.125,0,-0.125
1852,other property,0,-0.125,0,-0.125
1853,other land,0,-0.125,0,-0.125
1853,greater feuds,3,0.5,0.0258,3.5258
1852,many landlords,0,0.5,0,0.5
1852,most tenants,0,0.5,0,0.5
1852,modern landlords,0,0.2,0,0.2
1852,own tenant,0,0.6,0,0.6
1852,poor tenant,-2,-0.4,-0.4767,-2.8767
1852,fair rent,2,0.7,0.3182,3.0182
1852,other tenants,0,-0.125,0,-0.125
1852,poor tenant,-2,-0.4,-0.4767,-2.8767
1852,great landowners,3,0.8,0.6249,4.4249
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,other property,0,-0.125,0,-0.125
1853,distant lands,0,-0.1,0,-0.1
1853,rich landlord,2,0.375,0.5574,2.9324
1853,other property,0,-0.125,0,-0.125
1853,more land,0,0.5,0,0.5
1853,very property,0,0.2,0,0.2
1853,unsold land,-1,0,0,-1
1853,unsold lands,-1,0,0,-1
1852,general property,0,0.05000000000000002,0,0.05000000000000002
1852,real property,0,0.2,0,0.2
1852,real property,0,0.2,0,0.2
1852,other property,0,-0.125,0,-0.125
1853,broad lands,0,0.0625,0,0.0625
1853,own land,0,0.6,0,0.6
1853,gross rental,-2,0,-0.4767,-2.4767
1853,gross rental,-2,0,-0.4767,-2.4767
1853,other tenements,0,-0.125,0,-0.125
1853,real rent,0,0.2,0,0.2
1854,honest tenant,2,0.6,0.5106,3.1106000000000003
1854,dishonest tenants,-2,-0.3,-0.5719,-2.8718999999999997
1854,honest tenant,2,0.6,0.5106,3.1106000000000003
1854,original lease,0,0.375,0.3182,0.6932
1854,outgoing tenant,0,0,0.296,0.296
1854,own property,0,0.6,0,0.6
1854,original landlord,0,0.375,0.3182,0.6932
1854,miserable tenants,-3,-1,-0.4939,-4.4939
1854,long leases,0,-0.05,0,-0.05
1854,good land,3,0.7,0.4404,4.1404000000000005
1854,due rent,0,-0.125,0,-0.125
1854,small tenements,0,-0.25,0,-0.25
1854,small tenements,0,-0.25,0,-0.25
1854,small tenements,0,-0.25,0,-0.25
1854,old lease,0,0.1,0,0.1
1854,ordinary lease,0,-0.25,0,-0.25
1854,long lease,0,-0.05,0,-0.05
1854,outgoing tenant,0,0,0.296,0.296
1854,outgoing tenant,0,0,0.296,0.296
1853,real property,0,0.2,0,0.2
1853,poorer tenantry,-2,0,-0.3612,-2.3612
1853,small tenants,0,-0.25,0,-0.25
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,large landlords,0,0.21428571428571427,0,0.21428571428571427
1853,fixed rent,0,0.1,0,0.1
1853,mere land,0,-0.5,0,-0.5
1853,other property,0,-0.125,0,-0.125
1853,worth property,2,0.3,0.2263,2.5263
1853,real property,0,0.2,0,0.2
1853,first rent,0,0.25,0,0.25
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,own rental,0,0.6,0,0.6
1853,gross rental,-2,0,-0.4767,-2.4767
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,other property,0,-0.125,0,-0.125
1853,other property,0,-0.125,0,-0.125
1853,other property,0,-0.125,0,-0.125
1853,small landowners,0,-0.25,0,-0.25
1853,greater rent,3,0.5,0.3612,3.8612
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,free property,1,0.4,0.5106,1.9106
1853,other property,0,-0.125,0,-0.125
1853,unsettled property,-1,0,-0.3182,-1.3182
1853,real property,0,0.2,0,0.2
1853,subject property,0,-0.16666666666666666,0,-0.16666666666666666
1853,subject property,0,-0.16666666666666666,0,-0.16666666666666666
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,unsettled land,-1,0,-0.3182,-1.3182
1853,subject property,0,-0.16666666666666666,0,-0.16666666666666666
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,other property,0,-0.125,0,-0.125
1853,gross rental,-2,0,-0.4767,-2.4767
1853,gross rental,-2,0,-0.4767,-2.4767
1853,gross rental,-2,0,-0.4767,-2.4767
1853,gross rental,-2,0,-0.4767,-2.4767
1853,real property,0,0.2,0,0.2
1853,own land,0,0.6,0,0.6
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,small tenements,0,-0.25,0,-0.25
1853,particular property,0,0.16666666666666666,0,0.16666666666666666
1853,single tenements,0,-0.07142857142857142,0,-0.07142857142857142
1853,real property,0,0.2,0,0.2
1853,first tenant,0,0.25,0,0.25
1853,previous tenant,0,-0.16666666666666666,0,-0.16666666666666666
1853,due rent,0,-0.125,0,-0.125
1853,small tenants,0,-0.25,0,-0.25
1853,particular tenant,0,0.16666666666666666,0,0.16666666666666666
1853,poorer tenantry,-2,0,-0.3612,-2.3612
1853,small tenant,0,-0.25,0,-0.25
1853,high rent,0,0.16,0,0.16
1853,own land,0,0.6,0,0.6
1853,long leases,0,-0.05,0,-0.05
1853,dry land,0,-0.06666666666666665,0,-0.06666666666666665
1852,considerable property,0,0.1,0,0.1
1854,common property,0,-0.3,0,-0.3
1854,whole property,0,0.2,0,0.2
1854,real property,0,0.2,0,0.2
1854,real property,0,0.2,0,0.2
1854,real property,0,0.2,0,0.2
1854,small property,0,-0.25,0,-0.25
1854,real property,0,0.2,0,0.2
1854,real property,0,0.2,0,0.2
1854,real property,0,0.2,0,0.2
1854,real property,0,0.2,0,0.2
1854,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,certain lands,1,0.21428571428571427,0.2732,1.487485714285714
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,own property,0,0.6,0,0.6
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,real property,0,0.2,0,0.2
1853,great landowners,3,0.8,0.6249,4.4249
1853,great landowners,3,0.8,0.6249,4.4249
1853,real property,0,0.2,0,0.2
